output_3
	time	id	topic	sentiments	like	text
320	Tue Nov 30 23:57:29 +0000 2021	1465832387699519494	CL	-	1	"Judge blocks COVID-19 vaccine rule for healthcare workers across U.S.  “Nov 30 - A U.S. judge on Tuesday blocked a Biden administration COVID-19 vaccination rule for healthcare workers and applied the ruling nationwide where the mandate was still in effect, according to a ruling https://t.co/8qStBC84fI"
321	Tue Nov 30 23:59:38 +0000 2021	1465832926344585219	CS	-	19	@RTENewsPaulC @DonnellyStephen @RTE_PrimeTime @rtenews Oh sweet holy lord GIVE ME PATIENCE. Then ask him how my child has covid .. she goes NOWHERE else … EVER not even as far a shop since March 20 . https://t.co/Zq8dk23tk1
322	Tue Nov 30 23:59:41 +0000 2021	1465832939384545285	CS	-	0	@upthenua @Plasticdoe @TheFiapokoGuy @gusdafa @jmauli @laniwendtyoung @vaiala I suggest you listen to presentations by the most cited Doctor in the world on Covid with 47 publications. He is also the most published cardiologist in history with over 600 publications. His concerns on the damage the shots are doing it not a good thing.
323	Tue Nov 30 23:59:15 +0000 2021	1465832829909188618	CV	=	3	"@chrischirp The key there is children from covid +ve households should not be in school, particularly in primaries where none of them are vaccinated. That would make a huge difference I think."
324	Tue Nov 30 23:55:35 +0000 2021	1465831906650599432	CV	=	2	"@helsvrik @Gplavallee72 @HAv2RtrnVdeoTps He has his vaccination status in his bio, so it checks out"
326	Tue Nov 30 23:57:28 +0000 2021	1465832384260194307	CS	=	0	@MartyBent @jimcramer The @NFL gave all coaches a vaccine mandate yet the @dallascowboys currently have 8 coaches who tested positive for Covid.
327	Tue Nov 30 23:59:51 +0000 2021	1465832981893836803	CS	=	1	Total Confirmed Covid Cases by County For LA   2021-11-29:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #globalhealth https://t.co/36o3Bjikau
328	Tue Nov 30 23:57:04 +0000 2021	1465832281331798017	CP	=	0	"Help reduce Omicron's impact by following ""COVID 101"" guidelines:   (1) Wear a mask whenever you leave your home   (2) Wash hands often, use hand sanitizer if needed   (3) Get vaccinated and boosted (and tested)  (4) Stay 6'+ apart from one another   https://t.co/TFOZmxWi0q"
329	Tue Nov 30 23:58:53 +0000 2021	1465832740465618948	CS	=	1	"Good question. In that case, covid isn't going anywhere. https://t.co/uTx7dWX7fP"
330	Tue Nov 30 23:58:27 +0000 2021	1465832628603408385	PL	-	0	They never want it to end. Forever control over your life.   #COVID19 #Covid_19 #Covid https://t.co/in6qKe6Ycx
331	Tue Nov 30 23:56:40 +0000 2021	1465832180282658817	CP	-	1	"Inaccurate claims and conspiracy theories about Merck's Covid medicine already surfaced online a couple months ago, more in the link in this thread👇 https://t.co/nFuNSlcAXF"
332	Tue Nov 30 23:58:30 +0000 2021	1465832641039638528	CS	-	0	I already couldn't sleep and now we find out Bron might have COVID. When does the suffering end I have to ask? https://t.co/IM8Mn2E1oS
333	Tue Nov 30 23:58:29 +0000 2021	1465832637528956931	PL	=	1	@DrV_Ll_Es @EmilyOlive6 card please! uni is only allowing contactless payments due to covid ☺ x
334	Tue Nov 30 23:57:51 +0000 2021	1465832479311417347	CS	=	1	"@BBCNews UK Summary.  Last updated on Tuesday, 30 November 2021 at 5:30pm  Coronavirus (COVID-19) in the UK.   Deaths within 28 days of positive test. Daily 159  Total Deaths  144,969  Cases. People tested positive. Daily  39,716 https://t.co/gbPMFfqtZf"
335	Tue Nov 30 23:59:24 +0000 2021	1465832868920262657	CV	-	0	We wasted time chasing a vaccination only strategy. https://t.co/1UbJ3S9OnK
336	Tue Nov 30 23:57:49 +0000 2021	1465832468603457539	CY	=	0	@UK_Centrist @TheraseWeeks all of the coronavirus laws that are being passed will become the new normal they won’t go away they’ll be implemented for other viruses and other diseases.
337	Tue Nov 30 23:57:51 +0000 2021	1465832477830881280	CV	=	0	@donwinslow Just got mine and a flu shot this morning. Covid shot arm is a bit sore but that's it so far.
338	Tue Nov 30 23:55:43 +0000 2021	1465831942633320456	CY	=	0	"Walnut Creek is looking to spend $2 million of Covid relief money on police – to protect a Nordstorm, Apple Store, and other high-end retailers. @ShomikMukherjee https://t.co/6R0TbPRWAk"
339	Tue Nov 30 23:59:07 +0000 2021	1465832796816031746	CV	=	2	"@TheLoneRaider @SthnBlueVoter @chipfranklin Actually, 40% of Republicans don't plan to get vaccinated, vs. 3% of Democrats.  https://t.co/Xxd7ZmRfN8"
340	Tue Nov 30 23:58:42 +0000 2021	1465832691211718657	CT	=	1	"@GutLean @nobaseyellow Tightening travel with the headline-countries didn't work to keep COVID out of anywhere, or Alpha or Delta. It's not going to work to Omicron out of anywhere either. It's just theatre."
341	Tue Nov 30 23:55:29 +0000 2021	1465831881954443274	CS	=	0	@PioneerPress Still plenty of numbskulls out there willing to throw their bodies onto the COVID bonfire.
342	Tue Nov 30 23:59:44 +0000 2021	1465832954156883972	CY	=	3	NYC’s budget is projected to grow to $102.8 billion.  The increase is due to the billions in relief from the feds to cover costs associated with the city’s COVID response and recovery efforts in the wake of Hurricane Ida.  https://t.co/HxWGCFgEmJ
343	Tue Nov 30 23:57:06 +0000 2021	1465832289712189446	CV	=	5	👍  Louisiana federal judge blocks nationwide COVID vaccine mandate for health care workers #SmartNews  https://t.co/ObAew8JEH9
344	Tue Nov 30 23:55:57 +0000 2021	1465832002817564681	CT	=	7	i never watch the news or look at headlines or anything and i have no idea what a covid variant is
345	Tue Nov 30 23:57:04 +0000 2021	1465832282351095808	CY	+	8	Join us today at 8pm ET for the APA Mental Health Equity Fireside Chat: The Impact of the COVID-19 Pandemic on the Mental Health of Indigenous Communities.  Learn more and register https://t.co/uRtWa9dgnU https://t.co/kpWwvjh2zO
347	Tue Nov 30 23:57:33 +0000 2021	1465832404577394690	CS	=	4	An Austrian Antivaxxer has died after trying to treat his C19 infection at home with IVs of chlorine dioxide and saline. 😳  Chlorine dioxide is an industrial bleach.   https://t.co/9hJaKheHBF
348	Tue Nov 30 23:56:02 +0000 2021	1465832021356425217	CV	+	0	Mass. Gov. Baker on COVID-19 booster shots: 'We still have many appointments' - WCVB Boston https://t.co/7o81JuOzOP
349	Tue Nov 30 23:57:24 +0000 2021	1465832366191034372	CP	-	0	@OVOHydro is your venue exempt from adhering to covid rules? Why aren’t visitors to concerts being asked for their vaccine passport? I attended an event tonight and asked event staff who I show my passport to and the response was “we’re not bothering with those”! Why? @ScotGovFM
350	Tue Nov 30 23:59:24 +0000 2021	1465832867540267008	CV	=	0	@gillibrandny @SenateDems Does the booster prevent you from getting or spreading Covid?  No… ok just checking.
351	Tue Nov 30 23:57:19 +0000 2021	1465832343084621837	PL	+	0	"⚡️ “UAE currently best place to live amid pandemic, says Bloomberg's Covid Resilience Ranking” by @Quicktake https://t.co/AX7dUV97hO"
352	Tue Nov 30 23:57:10 +0000 2021	1465832305168031748	CS	=	0	"On Nov 5th, 2021 an independent Data Monitoring Committee recommended that the Phase 2/3 study halt further recruitment because of the efficacy of Paxlovid in reducing hospitalization or death. 29/n https://t.co/Mns11n3dqT"
353	Tue Nov 30 23:56:56 +0000 2021	1465832249727741954	CV	=	0	"@VerdiGg Africa would also appear to be where they originate as well.  I wonder if this has anything to do with their low Covid numbers, along with their very low vaccination rates.  We shall have to wait and see."
354	Tue Nov 30 23:59:34 +0000 2021	1465832909407850499	CS	=	6	"Check out our podcast on COVID-19! In it, you'll learn about the presentation, investigations, and management of this respiratory infection. The podcast was created by Drs. Gauri Shah and Joan Robinson, pediatric infectious diseases specialists. https://t.co/mp7R6dokBu https://t.co/LsWgqBfW6Y"
355	Tue Nov 30 23:55:39 +0000 2021	1465831926447624198	CT	=	9	"""It's just a matter of time until there is community transmission...that's the way these variants go"": Dr. David Naylor, co-chair of the COVID-19 Immunity Task Force, breaks down what the omicron variant could mean for Canada and the world. https://t.co/dEt3yIq3ju"
356	Tue Nov 30 23:55:11 +0000 2021	1465831807950204932	CV	=	0	"@Faiyla Cont5: People who have been immunized, either by vaccination or through infection/recovery, will retain some resistance to this variant; this is for sure.  The question of how much is almost impossible to answer currently, and even with future data the answer"
357	Tue Nov 30 23:56:18 +0000 2021	1465832090092519425	CV	-	1	"LRT i took my pfizer like a champ, so i'll assume i'll be alright for my booster, right? too bad i still check my status or schedule on my app!! wahoo! anxiety of the unknown!"
358	Tue Nov 30 23:56:52 +0000 2021	1465832231918727172	CV	=	0	"@askcarlady I said 'rational'. What makes a 'covid' death? What makes one 'vaccinated'? There's so much more to this question than '90% vaxxed, must be the vax'.  SO MUCH more. Yes, you are GUESSING."
359	Tue Nov 30 23:59:28 +0000 2021	1465832884921581568	CP	-	3	@ctvwinnipeg Next thing you know she’ll start injecting herself with bleach to fight off the covid 🙄
360	Tue Nov 30 23:56:57 +0000 2021	1465832251246141443	CS	=	4	@coachdavid26 @LegionHoops As if COVID cared how old you are 🙄
362	Tue Nov 30 23:57:08 +0000 2021	1465832299510046724	CV	-	0	"@TED44E Yeah, I get that now. Agency didn't meet its burden. Of course, I think in time the data will exist. It's hard to argue that infection rates and vaccination rates aren't tracking one another in the grand scheme. But like I say, I'm not outraged by these decisions. These should be"
363	Tue Nov 30 23:59:40 +0000 2021	1465832935966359557	CY	=	8	"In the history of diplomatic relations, Canada for example has never had the no. of reps they now have in Naija. When Covid broke out in 2020, almost all diplomats left fearing that “they will be picking up corpses on our streets”  Everyone of them is back with many relations."
364	Tue Nov 30 23:57:50 +0000 2021	1465832474823610373	CS	=	1	"@MadThunderdome All of my COVID red credits are in the toilet too, I feel you https://t.co/EnWDKgmwr3"
365	Tue Nov 30 23:57:29 +0000 2021	1465832387661676548	CP	=	0	Regeneron Says COVID-19 Drug Could Be Less Effective Against Omicron https://t.co/NnSXYKCq4Z via @Newsmax these drug companies are wanting to shoot you up on all these drugs on a virus they don't even know what it even does. Their getting c rich as he'll at your heath expense
366	Tue Nov 30 23:56:53 +0000 2021	1465832234498330625	CY	=	0	@Michaelstm23 @Theo_TJ_Jordan What are the white lies told about Covid sir? Why does this persistence on doubting medical science exist in USA?
367	Tue Nov 30 23:59:47 +0000 2021	1465832966014255117	CV	+	0	"@FreddyJ06566992 @Pierredollar @KathyConWom I’ve decided that before we can continue discussing masks, I’ll need to have you present your Vaccination Passport. I’ll accept it with 2 shots, no booster yet, but I’ll expect you to present evidence of your booster by Friday. That’s reasonable and plenty of time. Capiche?"
368	Tue Nov 30 23:59:43 +0000 2021	1465832946724524036	CV	-	6	Slovenia halts Johnson &amp; Johnson vaccine after fatal jab #FMTNews https://t.co/iwomfxRaj5
369	Tue Nov 30 23:57:15 +0000 2021	1465832327695585281	CP	+	0	A great update on the current status of affair with the whole mask clusterfuck situation https://t.co/YQtN3ivkh3 #N95 #FP7 #KN95 #Omicron
370	Tue Nov 30 23:56:02 +0000 2021	1465832023877201923	CY	=	0	@TheraseWeeks @UK_Centrist Quarantine camps are like a Nazi idea I think it’s more humane just to close the borders and people won’t have to deal with that and I don’t want quarantine camps to be the new normal. If people really care about coronavirus than they need to stop flying globally.
371	Tue Nov 30 23:57:03 +0000 2021	1465832276952977410	CT	=	0	"Japan Logs First Omicron Coronavirus Case, Closes Borders https://t.co/N9fnsKZDw4 via @BreitbartNews"
372	Tue Nov 30 23:56:57 +0000 2021	1465832250629660672	CV	=	0	Tell me @ShannonSharpe how did @KingJames get covid if he’s vaccinated?  You corporate shill you!!  Keep pushing these genetic therapy injections you 🤡!!!!
373	Tue Nov 30 23:56:28 +0000 2021	1465832128852148235	PL	=	0	"@TedLongs @LadeBackk @jimcramer Covid is contagious and mutates. If you stay home till the pandemic subsides, that's a-ok with me. First amendment, infringing on others..."
374	Tue Nov 30 23:59:01 +0000 2021	1465832772040159233	CV	+	0	High compliance with vaccination requirement for BC Public Service https://t.co/PrXoPleRWy via @Indo-Canadian Voice https://t.co/1PkuqmNgNf
375	Tue Nov 30 23:55:53 +0000 2021	1465831983100084225	PL	=	7	@Timcast It's just the COVID Cabana! Have no fear people!!
376	Tue Nov 30 23:56:25 +0000 2021	1465832117409964032	PL	=	0	"How many people get 'long COVID'? More than half, researchers find: Half of COVID survivors experience lingering symptoms six months after recovery https://t.co/Rl3qKybGoU"
377	Tue Nov 30 23:58:33 +0000 2021	1465832655958773760	PL	-	0	My sister who made it a point to repeatedly talk shit to me on Thanksgiving for not being vaccinated just tested positive for Covid.... AGAIN. Cant make this shit up lmaooo 🐑
378	Tue Nov 30 23:55:49 +0000 2021	1465831966343794693	CY	=	1	"@Lancegooden By your dumbfk logic, If you end the mandate then make sure to end hospital care for anyone who didn’t get the vaccine but contracts Covid."
379	Tue Nov 30 23:56:39 +0000 2021	1465832176449118218	CV	=	0	"@StephenKing All I can say (about Covid question) is that my ex-husband, a microbiologist for Pfizer, does NOT deserve to be immortalized just because he does his STUPID JOB  &amp; created a vaccine! That's what he's done over 30 yrs. Now suddenly he'll be immortal for good?"
380	Tue Nov 30 23:55:40 +0000 2021	1465831929266286592	CV	+	9	My child very bravely got their covid shot today at 6 years old. And their first response was “that wasn’t so bad. Dad told me to run away from the shot” 👀 … what
381	Tue Nov 30 23:58:33 +0000 2021	1465832653526085632	CL	=	0	Biden Tries to Reassure on COVID as He Sells Spending Plan https://t.co/DlIsAmXzTE
382	Tue Nov 30 23:56:55 +0000 2021	1465832245382594562	CV	=	1	"@BrvHrt09 @prairiecentrist BTW - even if one is fully vaxed, it doesn't mean that one is 100% protected - hence, ""breakthroughs"". The vaccines for the Alpha Sars-Cov-2 was 95% efficacy; Delta was 88%; who knows for this Omicron???? Also, the longer the Sars-Cov-2 hangs around, the more it mutate."
383	Tue Nov 30 23:56:59 +0000 2021	1465832260809084930	PL	=	1	@25thMyles I started right before but I also probably wouldn't be as into it without Covid and The Lockdown
384	Tue Nov 30 23:59:55 +0000 2021	1465833000889774080	CY	=	11	"@BJNTTWM @Daystar This was entirely avoidable. Sad this mentality of no don’t want or need the vaccine, COVID isn’t that bad, resulting in a person’s life lost needlessly, family destroyed by a preventable solution. These people owe it to their viewers, friends and family to get the damn vaccine."
385	Tue Nov 30 23:57:31 +0000 2021	1465832396650123264	CS	-	3	"just tested negative for covid, fuck you goodbye dont come back"
386	Tue Nov 30 23:55:48 +0000 2021	1465831961994354698	CS	-	0	@Chick_NDinner @twrecks155 Bruh you're dumb if you think it was his choice to not fight 2 weeks ago lol. Someone in his corner tested + for covid and was forced out.
387	Tue Nov 30 23:59:09 +0000 2021	1465832804709593090	CS	-	97	"My mom just called. My grandmother, Aunt, and Uncle, ALL HAVE COVID.  I swear to god if I lose another family member this year."
388	Tue Nov 30 23:55:52 +0000 2021	1465831979056697344	CV	=	11	"Vaccination specifics for you, North East Vic!  Fully vaxxed:  Indigo: 98% Alpine: 94% Towong: 95% Wangaratta: 98% Wodonga: 95%  @PRIME7Border"
389	Tue Nov 30 23:58:03 +0000 2021	1465832530485997572	CS	=	1	Total Confirmed Covid Cases by County For KY   2021-11-29:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #globalhealth https://t.co/yhbIjggyU3
390	Tue Nov 30 23:57:28 +0000 2021	1465832381852512257	CV	=	2	Karma. Should've been vaccinated instead of preaching lies.  Televangelist Marcus Lamb Who Called Vaccine Mandate 'Sin' Against God Dies Of COVID https://t.co/XpNAseZ4Ek
391	Tue Nov 30 23:58:52 +0000 2021	1465832732869550084	PL	-	0	Imagine having r*tarded anti vaxx parents like this. Mom died and dad is getting fucked in the ass in ICU.   https://t.co/OdVelfelQw
393	Tue Nov 30 23:59:48 +0000 2021	1465832971353559044	CS	=	0	@Ralph_MasonJr I hope its not covid 😢🥺
395	Tue Nov 30 23:56:48 +0000 2021	1465832212742303744	CV	+	5	Just got my pfizer booster.   LETS FUCKING GOOOOOOOO!! https://t.co/owJ2AMJIqa
396	Tue Nov 30 23:55:13 +0000 2021	1465831815319597065	PL	=	1	"This nonprofit and their mission is near and dear to my heart (full disclosure, I'm on the board).  There were setbacks this summer and COVID certainly hasn't helped.  On this Giving Tuesday, please consider Witchtree Training Center.  https://t.co/0tv2woEipZ"
397	Tue Nov 30 23:55:43 +0000 2021	1465831943153586180	CT	-	0	@ZubyMusic Change letters around and it's moronic. How many variations of coronavirus are there? Many fall under the umbrella. Are they pushing the flu vaccine or any other vaccine other than the experimental vaccine? No. Almost 47k deaths from the current vaccine. They want genocide.
398	Tue Nov 30 23:55:35 +0000 2021	1465831906709327883	CY	=	0	"$SPY : Judge Blocks Biden Administration COVID Vaccine Rule For Healthcare Workers, Applies Nationwide  Join our Family, Lync in Bayu. @IngeniousStockTraders was on a roll today.   First $UVXY Calls, then $CRM Puts &amp; at last Paypal calls - What a day.!"
399	Tue Nov 30 23:57:29 +0000 2021	1465832385447186440	CV	-	0	not they tryna come out with a damn pill to treat COVID ..
400	Tue Nov 30 23:57:04 +0000 2021	1465832283768823815	CS	=	0	@STFLIckUp Nobody knows how his body is going to react to covid. We just saw Joel Miss 3 weeks man.
401	Tue Nov 30 23:57:03 +0000 2021	1465832277267550211	CY	+	9	Covid has ruined peoples lives. And taken them. Be KIND. STOP pointing fingers. It’s a VIRUS. A horrible horrible thing. That’s real. And dangerous. And we can do all we can to help those around us. But STOP BEING HATEFUL TO PEOPLE WHO DONT WANT THE VACCINE.
402	Tue Nov 30 23:58:15 +0000 2021	1465832581606166528	CS	-	0	Covid? 😥
403	Tue Nov 30 23:58:22 +0000 2021	1465832608668000267	CV	+	3	@cispt2 Welcome to the triple-Pfizer club!
404	Tue Nov 30 23:57:56 +0000 2021	1465832500937338885	CV	=	0	"@surrealBrianC @50countries @louise_wahl @annbauerwriter Be that as it may, reports on the covid vax provide a stark difference to other vaccines. I took a lot of data from federal agencies when I was a reporter. Never had people going ""that doesn't mean what it says"" like they do with VAERS. If this problem exists, CDC should fix it. https://t.co/qoznCxB1eV"
405	Tue Nov 30 23:58:52 +0000 2021	1465832736736874496	CR	=	1	"@snarkgrapefruit This isn’t the first time he broke the rules. He broke Covid quarantine while he was contagious. 4/12/2020, had an altercation with a bicyclist &amp; he said he was past quarantine. His wife blogged that he had a 100 degree fever and confirmed and 4/13 said he still had a fever."
407	Tue Nov 30 23:55:42 +0000 2021	1465831938363564033	CS	=	0	@jamft Bankruptcies have remained the same rates as before covid.   According to StatsCan there is excess mortality in the provinces with the highest case counts per capita. https://t.co/HERZNQhEUU  What is your problem? https://t.co/Q0branFP2l
408	Tue Nov 30 23:57:09 +0000 2021	1465832303557595138	CS	=	1	5335 Covid related deaths in Kenya since it was first reported in March 2020. We were told at some point last year we would have 10K deaths. Think it was October or something.
409	Tue Nov 30 23:56:53 +0000 2021	1465832235152461829	CR	=	1	"Now I have been informed that covid vaccination certificate is required to send to Chinese embassy, not airline issue anymore."
410	Tue Nov 30 23:57:05 +0000 2021	1465832285123620879	CS	=	0	@sovereignmonkey @TrumpJew2 @jimcramer Eventually your T cells are done and you are vulnerable to every other disease on the planet. You won’t get covid but you die of aids.
411	Tue Nov 30 23:57:57 +0000 2021	1465832503399399431	CV	=	0	"@RobDemovsky 10 days unvaxxed &lt; 12 days til our next game, there’s no could, it’s should, these Covid semantics are ridiculous Bob"
412	Tue Nov 30 23:58:15 +0000 2021	1465832579966320640	PL	=	0	"@SouthwestAir I wanna not die from COVID, thanks. https://t.co/m2pVTNY0jJ"
413	Tue Nov 30 23:57:51 +0000 2021	1465832477734363143	CS	=	4	"@Moncrafter20121 @poweerrzzx @WholesomeMeme For Germany, it is the other way around(okay, at the moment covid sucks ass here). Not many reasons to visit, I feel like, but living here gives a lot of benefits."
414	Tue Nov 30 23:55:28 +0000 2021	1465831878171127812	CY	=	10	"It is a privilege to be employed by the City of San Diego. It is not a right. Getting vaccinated to protect the public, fellow employees and oneself is not an unreasonable requirement. https://t.co/aSHta9qJh2"
415	Tue Nov 30 23:55:59 +0000 2021	1465832010656714752	CV	=	6	"@purplepeg_25 @RepSwalwell Your family is vaccinated, why are you worried about other kids ?!sounds like you don’t have confidence in your vaccination 🙄"
416	Tue Nov 30 23:57:01 +0000 2021	1465832269281517573	CL	=	2	"Morrison has never been “spooked” by covid because he ducked his primary responsibility of an adequate federal quarantine system, leaving the hard decisions to the states. Like suckers, the states took it on. #auspol https://t.co/VryA2DpeO3"
417	Tue Nov 30 23:56:50 +0000 2021	1465832222611628032	CY	=	8	"Have you heard of ""infection tag""? Turns out, ghoulish games help kids cope. As @AmnaUncensored explains, tuberculosis, polio and other diseases long ago managed to work their way into our play. Now, Covid joins the party. https://t.co/Q9XlrqWuhX"
418	Tue Nov 30 23:56:15 +0000 2021	1465832077044113409	CS	=	0	So is he now the Covid king or nah?  This is what happens when you have a super (spreader) team.  Shame on 23.
419	Tue Nov 30 23:59:51 +0000 2021	1465832980635701261	CP	=	0	"@Ayyo_Bvndo @JohnKluppy @BillyReinhardt Caronaviruses have always existed, and scientists for as long as I know, have studied them in anticipation of preventing a pandemic such as COVID-19. ""Man made"" is a reach/leap."
420	Tue Nov 30 23:56:27 +0000 2021	1465832127568789507	CT	=	0	Novavax: Covid-19 Vaccine’s Rollout Could Play Part in Combating Omicron Variant https://t.co/LqonioFGwD
421	Tue Nov 30 23:57:53 +0000 2021	1465832487830134784	CV	=	0	"Don’t hesitate, get a COVID booster now: epidemiologist urges https://t.co/7NxLv4PKQX via @YahooFinance"
422	Tue Nov 30 23:55:17 +0000 2021	1465831832923131909	CV	-	0	@linguaga @WilkinsonCape Various spesialists like Dr Tom Frieden as well as prof Shane Crotty indicated that 98% of people who died from COVID were unvaccinated
423	Tue Nov 30 23:56:17 +0000 2021	1465832085449498625	PL	-	0	"Now, who gets suspended for letting him burnish his big brother’s taint on air every day during the beginning of COVID."
424	Tue Nov 30 23:58:20 +0000 2021	1465832602342871040	CY	=	1	"@palmbeachpink …but weren’t sure how to interfere due to COVID being introduced. So they stated that they kept their distance but were following her the entire time. With that amount of money and resources, it would make sense that she would flee or like you said, thought she was above the law"
425	Tue Nov 30 23:58:06 +0000 2021	1465832541064245253	CT	=	2	"I thought Omarion had new music out, but it’s just the new covid strain."
426	Tue Nov 30 23:55:48 +0000 2021	1465831962359255045	CS	=	0	@bureaucatliu @MillerTyrus Also we found cases in Canada already. If you haven't found it you aren't looking. https://t.co/SehofO5C7c
427	Tue Nov 30 23:59:34 +0000 2021	1465832911085744131	CP	=	0	"""An F.D.A. panel endorses Merck’s Covid pill for high-risk adults."" by BY REBECCA ROBBINS AND CARL ZIMMER via NYT https://t.co/vDMwWgtVes #health https://t.co/dkClSwbErt"
429	Tue Nov 30 23:56:46 +0000 2021	1465832204446089220	CV	=	2	"The eradication of smallpox is one of the greatest achievements of medicine, saving millions of lives annually. Jenner's pioneering development of vaccination, superseding the much more dangerous inoculation, was viewed with as much paranoia as modern mRNA ones are. https://t.co/cTWoFPnILt https://t.co/7qSPRL8Ly2"
430	Tue Nov 30 23:55:47 +0000 2021	1465831960291397632	PL	+	0	"☆ ── friday, november 19th!   ↳ got my second vaccination done!  ↳ watched along came a spider (2001)  ☆ ── sat, november 20th!   ↳ forgot what i did all day, soz  ☆ ── sun, november 21st!   ↳ played mario kart 8 deluxe  ↳ played mario party  ↳ played minecraft"
431	Tue Nov 30 23:57:17 +0000 2021	1465832337673834497	CV	=	0	Merck's COVID-19 pill received backing from United States health regulators on Tuesday after a close vote  Read More: https://t.co/ObuPBWXcnd  #Merck #COVID19
432	Tue Nov 30 23:57:50 +0000 2021	1465832476215894017	CY	=	8	"@sapphonica @droverdriver61 Mainly that they were reporting the results by hospital admissions, but not allowing people into hospitals, calling their programme, ""Hospital in the home"". HITH.  https://t.co/TGUf3tPSXh"
433	Tue Nov 30 23:58:58 +0000 2021	1465832761856561156	CY	=	11	heyyyy so i just talked to the onset covid consultant and he said ur toxic as well as basic. i’m rly sorry it’s just what he said. also i’m positive
434	Tue Nov 30 23:58:14 +0000 2021	1465832574073327620	CT	=	0	@Saidaioujou New COVID name dropped.
435	Tue Nov 30 23:56:30 +0000 2021	1465832139971301378	CY	-	0	@SkyNews STOP THIS NOW!!!!! COVID IS THE WHAT YOU SHOULD BE REPORTING ON!!! NOT ACTUAL PROBLEMS!!!!!!!!!!!!!!!
436	Tue Nov 30 23:58:14 +0000 2021	1465832577344757765	CL	=	0	Defense Secretary Lloyd Austin wrote a memo on Tuesday ordering all National Guard and Reserve service members to be vaccinated against COVID-19 or face loss of pay.  Overnight Defense &amp; National Security — Austin mandates vaccine for Guardsmen https://t.co/aaNvxFXhl6
437	Tue Nov 30 23:59:56 +0000 2021	1465833005100896256	CY	=	0	"@JesseSpots @birbigs @CityHarvest Here’s a *story* about the term “food insecurity” (which was coined by Kissinger in the 1970’s).   The STORY is from 2017.   “Rolled out during COVID”, eh?  https://t.co/uUI7YnkL7Q"
438	Tue Nov 30 23:55:27 +0000 2021	1465831873423110151	CL	-	1	"@florian_krammer @MLevitt_NP2013 For f**ks sake, Germany is so bad they just put a military general in charge of Covid response!!!"
439	Tue Nov 30 23:55:58 +0000 2021	1465832003387936771	CP	+	1	@tahirafaunealfo Glad to hear she is COVID negative. Sending lots of positive vibes her (and your) way.
440	Tue Nov 30 23:58:23 +0000 2021	1465832613738733572	CY	=	1	@LakerCentral365 Never watched lebron live. And the one gane I go to he in covid protocol
442	Tue Nov 30 23:59:05 +0000 2021	1465832787932418051	CY	=	8	"@MannyeNova @Twolves_PR @Timberwolves Doesn’t matter how athletic one is, we all have genetically different immune systems. Marco Rossi is a great athlete and nearly died from COVID."
443	Tue Nov 30 23:56:29 +0000 2021	1465832136347422731	CV	+	2	#FJB Workers affected by the health care mandate were to receive their first dose of the COVID-19 vaccine by next Monday. https://t.co/vay2NVLUR9
444	Tue Nov 30 23:58:50 +0000 2021	1465832726997655552	PL	=	2	@covid_parent Always. 😂
445	Tue Nov 30 23:58:39 +0000 2021	1465832680390635525	CL	-	0	@rami65324518 @CryptoairdropL @BananaMediaQ She tells how politicians abuse their power and the Healthcare system isn't overloaded from covid but from the shortage of professional workers. Now politics do stupid laws to make more Healthcare workers leave the system what will lead to even more problems.
446	Tue Nov 30 23:58:26 +0000 2021	1465832625864589317	CL	=	0	@SenCottonRBLX on Fox you're railing about Democrats being cause of supply chain issues. Apparently you don't realize that the country almost collapsed under Trump due to Covid which he lied and covered up - his interviews with Bob Woodward. Worse than supply chain 1/
447	Tue Nov 30 23:59:38 +0000 2021	1465832926285869068	CS	=	0	@rtenews I bet they had covid
449	Tue Nov 30 23:59:57 +0000 2021	1465833005826592775	CY	=	0	"@HostilGanso @raush_mary @CharlieCrist I think conspiracy already hit you ..but hey you want more dead from the COVID, keep spreading disinformation."
450	Tue Nov 30 23:55:29 +0000 2021	1465831884936531968	CL	=	10	"Biden talking about Omicron varient in Minnesota: ""...on Thursday I will put forward a detailed strategy about how we've gone and we're gonna fight this COVID this winter, not with shutdowns and lockdowns but more widespread vaccination, boosters, testing and much more"""
451	Tue Nov 30 23:56:22 +0000 2021	1465832103950438400	PL	=	2	"@BrentHodgson Be interesting to know what all these differences. If the future is to Live With Covid, let's try to replicate the Best Practices to minimise the numbers who will inevitably Die With Covid."
452	Tue Nov 30 23:55:43 +0000 2021	1465831940414746625	CS	=	0	@overitincali @wildwally1999 @rantsbyme007 @MarkMeadows There is no evidence to support immigrants are driving up covid cases btw.
453	Tue Nov 30 23:58:54 +0000 2021	1465832743934345216	CY	=	3	"@MABBMW @MustangSal2709 The NHS waiting list is so long due to the result of covid restrictions…not covid! 1000’s more have died from many more things than have died FROM covid.  It’s attitudes like yours that’s deluded, brainwashed &amp; selfish! 🤬"
454	Tue Nov 30 23:55:39 +0000 2021	1465831923280859136	PL	-	0	"""Thank you for calling @Hilton Hotels"" ...  not only ARE YOU calling me, I'll never use your provisions again due to the years of daily harassment. Even twice as bad during #covid then the year prior. #kickrocks"
